id,account_code,account_name,account_type
3877,ACCT3877,Compte numéro 3877,Passif
3878,ACCT3878,Compte numéro 3878,Actif
3879,ACCT3879,Compte numéro 3879,Produit
3880,ACCT3880,Compte numéro 3880,Actif
3881,ACCT3881,Compte numéro 3881,Passif
3882,ACCT3882,Compte numéro 3882,Actif
3883,ACCT3883,Compte numéro 3883,Passif
3884,ACCT3884,Compte numéro 3884,Charge
3885,ACCT3885,Compte numéro 3885,Actif
3886,ACCT3886,Compte numéro 3886,Passif
3887,ACCT3887,Compte numéro 3887,Produit
3888,ACCT3888,Compte numéro 3888,Produit
3889,ACCT3889,Compte numéro 3889,Charge
3890,ACCT3890,Compte numéro 3890,Charge
3891,ACCT3891,Compte numéro 3891,Produit
3892,ACCT3892,Compte numéro 3892,Charge
3893,ACCT3893,Compte numéro 3893,Produit
3894,ACCT3894,Compte numéro 3894,Passif
3895,ACCT3895,Compte numéro 3895,Produit
3896,ACCT3896,Compte numéro 3896,Passif
3897,ACCT3897,Compte numéro 3897,Charge
3898,ACCT3898,Compte numéro 3898,Passif
3899,ACCT3899,Compte numéro 3899,Produit
3900,ACCT3900,Compte numéro 3900,Produit
3901,ACCT3901,Compte numéro 3901,Charge
3902,ACCT3902,Compte numéro 3902,Actif
3903,ACCT3903,Compte numéro 3903,Actif
3904,ACCT3904,Compte numéro 3904,Passif
3905,ACCT3905,Compte numéro 3905,Actif
3906,ACCT3906,Compte numéro 3906,Actif
3907,ACCT3907,Compte numéro 3907,Passif
3908,ACCT3908,Compte numéro 3908,Charge
3909,ACCT3909,Compte numéro 3909,Charge
3910,ACCT3910,Compte numéro 3910,Passif
3911,ACCT3911,Compte numéro 3911,Passif
3912,ACCT3912,Compte numéro 3912,Passif
3913,ACCT3913,Compte numéro 3913,Charge
3914,ACCT3914,Compte numéro 3914,Actif
3915,ACCT3915,Compte numéro 3915,Actif
3916,ACCT3916,Compte numéro 3916,Produit
3917,ACCT3917,Compte numéro 3917,Passif
3918,ACCT3918,Compte numéro 3918,Passif
3919,ACCT3919,Compte numéro 3919,Produit
3920,ACCT3920,Compte numéro 3920,Passif
3921,ACCT3921,Compte numéro 3921,Charge
3922,ACCT3922,Compte numéro 3922,Produit
3923,ACCT3923,Compte numéro 3923,Passif
3924,ACCT3924,Compte numéro 3924,Passif
3925,ACCT3925,Compte numéro 3925,Actif
3926,ACCT3926,Compte numéro 3926,Passif
3927,ACCT3927,Compte numéro 3927,Produit
3928,ACCT3928,Compte numéro 3928,Produit
3929,ACCT3929,Compte numéro 3929,Actif
3930,ACCT3930,Compte numéro 3930,Actif
3931,ACCT3931,Compte numéro 3931,Charge
3932,ACCT3932,Compte numéro 3932,Charge
3933,ACCT3933,Compte numéro 3933,Produit
3934,ACCT3934,Compte numéro 3934,Passif
3935,ACCT3935,Compte numéro 3935,Actif
3936,ACCT3936,Compte numéro 3936,Produit
3937,ACCT3937,Compte numéro 3937,Produit
3938,ACCT3938,Compte numéro 3938,Charge
3939,ACCT3939,Compte numéro 3939,Charge
3940,ACCT3940,Compte numéro 3940,Charge
3941,ACCT3941,Compte numéro 3941,Actif
3942,ACCT3942,Compte numéro 3942,Passif
3943,ACCT3943,Compte numéro 3943,Charge
3944,ACCT3944,Compte numéro 3944,Charge
3945,ACCT3945,Compte numéro 3945,Charge
3946,ACCT3946,Compte numéro 3946,Produit
3947,ACCT3947,Compte numéro 3947,Charge
3948,ACCT3948,Compte numéro 3948,Actif
3949,ACCT3949,Compte numéro 3949,Passif
3950,ACCT3950,Compte numéro 3950,Produit
3951,ACCT3951,Compte numéro 3951,Charge
3952,ACCT3952,Compte numéro 3952,Charge
3953,ACCT3953,Compte numéro 3953,Passif
3954,ACCT3954,Compte numéro 3954,Passif
3955,ACCT3955,Compte numéro 3955,Passif
3956,ACCT3956,Compte numéro 3956,Produit
3957,ACCT3957,Compte numéro 3957,Actif
3958,ACCT3958,Compte numéro 3958,Passif
3959,ACCT3959,Compte numéro 3959,Actif
3960,ACCT3960,Compte numéro 3960,Passif
3961,ACCT3961,Compte numéro 3961,Actif
3962,ACCT3962,Compte numéro 3962,Charge
3963,ACCT3963,Compte numéro 3963,Passif
3964,ACCT3964,Compte numéro 3964,Charge
3965,ACCT3965,Compte numéro 3965,Charge
3966,ACCT3966,Compte numéro 3966,Produit
3967,ACCT3967,Compte numéro 3967,Passif
3968,ACCT3968,Compte numéro 3968,Passif
3969,ACCT3969,Compte numéro 3969,Charge
3970,ACCT3970,Compte numéro 3970,Produit
3971,ACCT3971,Compte numéro 3971,Actif
3972,ACCT3972,Compte numéro 3972,Charge
3973,ACCT3973,Compte numéro 3973,Produit
3974,ACCT3974,Compte numéro 3974,Passif
3975,ACCT3975,Compte numéro 3975,Passif
3976,ACCT3976,Compte numéro 3976,Charge
3977,ACCT3977,Compte numéro 3977,Charge
3978,ACCT3978,Compte numéro 3978,Passif
3979,ACCT3979,Compte numéro 3979,Actif
3980,ACCT3980,Compte numéro 3980,Passif
3981,ACCT3981,Compte numéro 3981,Charge
3982,ACCT3982,Compte numéro 3982,Actif
3983,ACCT3983,Compte numéro 3983,Produit
3984,ACCT3984,Compte numéro 3984,Produit
3985,ACCT3985,Compte numéro 3985,Charge
3986,ACCT3986,Compte numéro 3986,Passif
3987,ACCT3987,Compte numéro 3987,Actif
3988,ACCT3988,Compte numéro 3988,Passif
3989,ACCT3989,Compte numéro 3989,Passif
3990,ACCT3990,Compte numéro 3990,Passif
3991,ACCT3991,Compte numéro 3991,Produit
3992,ACCT3992,Compte numéro 3992,Charge
3993,ACCT3993,Compte numéro 3993,Passif
3994,ACCT3994,Compte numéro 3994,Charge
3995,ACCT3995,Compte numéro 3995,Charge
3996,ACCT3996,Compte numéro 3996,Produit
3997,ACCT3997,Compte numéro 3997,Actif
3998,ACCT3998,Compte numéro 3998,Passif
3999,ACCT3999,Compte numéro 3999,Charge
4000,ACCT4000,Compte numéro 4000,Produit
4001,ACCT4001,Compte numéro 4001,Passif
4002,ACCT4002,Compte numéro 4002,Passif
4003,ACCT4003,Compte numéro 4003,Passif
4004,ACCT4004,Compte numéro 4004,Passif
4005,ACCT4005,Compte numéro 4005,Produit
4006,ACCT4006,Compte numéro 4006,Actif
4007,ACCT4007,Compte numéro 4007,Passif
4008,ACCT4008,Compte numéro 4008,Actif
4009,ACCT4009,Compte numéro 4009,Charge
4010,ACCT4010,Compte numéro 4010,Actif
4011,ACCT4011,Compte numéro 4011,Actif
4012,ACCT4012,Compte numéro 4012,Charge
4013,ACCT4013,Compte numéro 4013,Actif
4014,ACCT4014,Compte numéro 4014,Produit
4015,ACCT4015,Compte numéro 4015,Produit
4016,ACCT4016,Compte numéro 4016,Charge
4017,ACCT4017,Compte numéro 4017,Produit
4018,ACCT4018,Compte numéro 4018,Actif
4019,ACCT4019,Compte numéro 4019,Charge
4020,ACCT4020,Compte numéro 4020,Charge
4021,ACCT4021,Compte numéro 4021,Passif
4022,ACCT4022,Compte numéro 4022,Produit
4023,ACCT4023,Compte numéro 4023,Passif
4024,ACCT4024,Compte numéro 4024,Passif
4025,ACCT4025,Compte numéro 4025,Produit
4026,ACCT4026,Compte numéro 4026,Actif
4027,ACCT4027,Compte numéro 4027,Passif
4028,ACCT4028,Compte numéro 4028,Passif
4029,ACCT4029,Compte numéro 4029,Charge
4030,ACCT4030,Compte numéro 4030,Passif
4031,ACCT4031,Compte numéro 4031,Charge
4032,ACCT4032,Compte numéro 4032,Actif
4033,ACCT4033,Compte numéro 4033,Actif
4034,ACCT4034,Compte numéro 4034,Charge
4035,ACCT4035,Compte numéro 4035,Produit
4036,ACCT4036,Compte numéro 4036,Passif
4037,ACCT4037,Compte numéro 4037,Charge
4038,ACCT4038,Compte numéro 4038,Passif
4039,ACCT4039,Compte numéro 4039,Passif
4040,ACCT4040,Compte numéro 4040,Passif
4041,ACCT4041,Compte numéro 4041,Produit
4042,ACCT4042,Compte numéro 4042,Produit
4043,ACCT4043,Compte numéro 4043,Charge
4044,ACCT4044,Compte numéro 4044,Produit
4045,ACCT4045,Compte numéro 4045,Actif
4046,ACCT4046,Compte numéro 4046,Actif
4047,ACCT4047,Compte numéro 4047,Passif
4048,ACCT4048,Compte numéro 4048,Produit
4049,ACCT4049,Compte numéro 4049,Actif
4050,ACCT4050,Compte numéro 4050,Passif
4051,ACCT4051,Compte numéro 4051,Charge
4052,ACCT4052,Compte numéro 4052,Passif
4053,ACCT4053,Compte numéro 4053,Passif
4054,ACCT4054,Compte numéro 4054,Charge
4055,ACCT4055,Compte numéro 4055,Charge
4056,ACCT4056,Compte numéro 4056,Passif
4057,ACCT4057,Compte numéro 4057,Charge
4058,ACCT4058,Compte numéro 4058,Produit
4059,ACCT4059,Compte numéro 4059,Actif
4060,ACCT4060,Compte numéro 4060,Passif
4061,ACCT4061,Compte numéro 4061,Actif
4062,ACCT4062,Compte numéro 4062,Charge
4063,ACCT4063,Compte numéro 4063,Passif
4064,ACCT4064,Compte numéro 4064,Passif
4065,ACCT4065,Compte numéro 4065,Passif
4066,ACCT4066,Compte numéro 4066,Actif
4067,ACCT4067,Compte numéro 4067,Actif
4068,ACCT4068,Compte numéro 4068,Charge
4069,ACCT4069,Compte numéro 4069,Produit
4070,ACCT4070,Compte numéro 4070,Produit
4071,ACCT4071,Compte numéro 4071,Produit
4072,ACCT4072,Compte numéro 4072,Passif
4073,ACCT4073,Compte numéro 4073,Produit
4074,ACCT4074,Compte numéro 4074,Actif
4075,ACCT4075,Compte numéro 4075,Actif
4076,ACCT4076,Compte numéro 4076,Charge
4077,ACCT4077,Compte numéro 4077,Passif
4078,ACCT4078,Compte numéro 4078,Produit
4079,ACCT4079,Compte numéro 4079,Produit
4080,ACCT4080,Compte numéro 4080,Passif
4081,ACCT4081,Compte numéro 4081,Passif
4082,ACCT4082,Compte numéro 4082,Actif
4083,ACCT4083,Compte numéro 4083,Passif
4084,ACCT4084,Compte numéro 4084,Actif
4085,ACCT4085,Compte numéro 4085,Produit
4086,ACCT4086,Compte numéro 4086,Actif
4087,ACCT4087,Compte numéro 4087,Charge
4088,ACCT4088,Compte numéro 4088,Produit
4089,ACCT4089,Compte numéro 4089,Actif
4090,ACCT4090,Compte numéro 4090,Produit
4091,ACCT4091,Compte numéro 4091,Actif
4092,ACCT4092,Compte numéro 4092,Passif
4093,ACCT4093,Compte numéro 4093,Produit
4094,ACCT4094,Compte numéro 4094,Actif
4095,ACCT4095,Compte numéro 4095,Charge
4096,ACCT4096,Compte numéro 4096,Charge
4097,ACCT4097,Compte numéro 4097,Produit
4098,ACCT4098,Compte numéro 4098,Produit
4099,ACCT4099,Compte numéro 4099,Produit
4100,ACCT4100,Compte numéro 4100,Actif
4101,ACCT4101,Compte numéro 4101,Actif
4102,ACCT4102,Compte numéro 4102,Charge
4103,ACCT4103,Compte numéro 4103,Actif
4104,ACCT4104,Compte numéro 4104,Produit
4105,ACCT4105,Compte numéro 4105,Charge
4106,ACCT4106,Compte numéro 4106,Passif
4107,ACCT4107,Compte numéro 4107,Produit
4108,ACCT4108,Compte numéro 4108,Actif
4109,ACCT4109,Compte numéro 4109,Passif
4110,ACCT4110,Compte numéro 4110,Charge
4111,ACCT4111,Compte numéro 4111,Actif
4112,ACCT4112,Compte numéro 4112,Actif
4113,ACCT4113,Compte numéro 4113,Actif
4114,ACCT4114,Compte numéro 4114,Actif
4115,ACCT4115,Compte numéro 4115,Produit
4116,ACCT4116,Compte numéro 4116,Produit
4117,ACCT4117,Compte numéro 4117,Actif
4118,ACCT4118,Compte numéro 4118,Passif
4119,ACCT4119,Compte numéro 4119,Passif
4120,ACCT4120,Compte numéro 4120,Passif
4121,ACCT4121,Compte numéro 4121,Actif
4122,ACCT4122,Compte numéro 4122,Charge
4123,ACCT4123,Compte numéro 4123,Actif
4124,ACCT4124,Compte numéro 4124,Passif
4125,ACCT4125,Compte numéro 4125,Charge
4126,ACCT4126,Compte numéro 4126,Produit
4127,ACCT4127,Compte numéro 4127,Charge
4128,ACCT4128,Compte numéro 4128,Charge
4129,ACCT4129,Compte numéro 4129,Actif
4130,ACCT4130,Compte numéro 4130,Passif
4131,ACCT4131,Compte numéro 4131,Produit
4132,ACCT4132,Compte numéro 4132,Charge
4133,ACCT4133,Compte numéro 4133,Passif
4134,ACCT4134,Compte numéro 4134,Actif
4135,ACCT4135,Compte numéro 4135,Produit
4136,ACCT4136,Compte numéro 4136,Charge
4137,ACCT4137,Compte numéro 4137,Charge
4138,ACCT4138,Compte numéro 4138,Charge
4139,ACCT4139,Compte numéro 4139,Passif
4140,ACCT4140,Compte numéro 4140,Actif
4141,ACCT4141,Compte numéro 4141,Produit
4142,ACCT4142,Compte numéro 4142,Actif
4143,ACCT4143,Compte numéro 4143,Actif
4144,ACCT4144,Compte numéro 4144,Charge
4145,ACCT4145,Compte numéro 4145,Actif
4146,ACCT4146,Compte numéro 4146,Charge
4147,ACCT4147,Compte numéro 4147,Passif
4148,ACCT4148,Compte numéro 4148,Passif
4149,ACCT4149,Compte numéro 4149,Actif
4150,ACCT4150,Compte numéro 4150,Passif
4151,ACCT4151,Compte numéro 4151,Passif
4152,ACCT4152,Compte numéro 4152,Actif
4153,ACCT4153,Compte numéro 4153,Passif
4154,ACCT4154,Compte numéro 4154,Actif
4155,ACCT4155,Compte numéro 4155,Passif
4156,ACCT4156,Compte numéro 4156,Charge
4157,ACCT4157,Compte numéro 4157,Charge
4158,ACCT4158,Compte numéro 4158,Produit
4159,ACCT4159,Compte numéro 4159,Passif
4160,ACCT4160,Compte numéro 4160,Produit
4161,ACCT4161,Compte numéro 4161,Passif
4162,ACCT4162,Compte numéro 4162,Produit
4163,ACCT4163,Compte numéro 4163,Produit
4164,ACCT4164,Compte numéro 4164,Passif
4165,ACCT4165,Compte numéro 4165,Charge
4166,ACCT4166,Compte numéro 4166,Passif
4167,ACCT4167,Compte numéro 4167,Charge
4168,ACCT4168,Compte numéro 4168,Actif
4169,ACCT4169,Compte numéro 4169,Passif
4170,ACCT4170,Compte numéro 4170,Actif
4171,ACCT4171,Compte numéro 4171,Charge
4172,ACCT4172,Compte numéro 4172,Passif
4173,ACCT4173,Compte numéro 4173,Produit
4174,ACCT4174,Compte numéro 4174,Actif
4175,ACCT4175,Compte numéro 4175,Actif
4176,ACCT4176,Compte numéro 4176,Produit
4177,ACCT4177,Compte numéro 4177,Actif
4178,ACCT4178,Compte numéro 4178,Produit
4179,ACCT4179,Compte numéro 4179,Charge
4180,ACCT4180,Compte numéro 4180,Produit
4181,ACCT4181,Compte numéro 4181,Actif
4182,ACCT4182,Compte numéro 4182,Actif
4183,ACCT4183,Compte numéro 4183,Passif
4184,ACCT4184,Compte numéro 4184,Produit
4185,ACCT4185,Compte numéro 4185,Passif
4186,ACCT4186,Compte numéro 4186,Charge
4187,ACCT4187,Compte numéro 4187,Produit
4188,ACCT4188,Compte numéro 4188,Produit
4189,ACCT4189,Compte numéro 4189,Charge
4190,ACCT4190,Compte numéro 4190,Actif
4191,ACCT4191,Compte numéro 4191,Actif
4192,ACCT4192,Compte numéro 4192,Charge
4193,ACCT4193,Compte numéro 4193,Actif
4194,ACCT4194,Compte numéro 4194,Charge
4195,ACCT4195,Compte numéro 4195,Charge
4196,ACCT4196,Compte numéro 4196,Charge
4197,ACCT4197,Compte numéro 4197,Produit
4198,ACCT4198,Compte numéro 4198,Produit
4199,ACCT4199,Compte numéro 4199,Charge
4200,ACCT4200,Compte numéro 4200,Passif
4201,ACCT4201,Compte numéro 4201,Produit
4202,ACCT4202,Compte numéro 4202,Actif
4203,ACCT4203,Compte numéro 4203,Passif
4204,ACCT4204,Compte numéro 4204,Charge
4205,ACCT4205,Compte numéro 4205,Produit
4206,ACCT4206,Compte numéro 4206,Passif
4207,ACCT4207,Compte numéro 4207,Produit
4208,ACCT4208,Compte numéro 4208,Passif
4209,ACCT4209,Compte numéro 4209,Charge
4210,ACCT4210,Compte numéro 4210,Passif
4211,ACCT4211,Compte numéro 4211,Actif
4212,ACCT4212,Compte numéro 4212,Produit
4213,ACCT4213,Compte numéro 4213,Charge
4214,ACCT4214,Compte numéro 4214,Actif
4215,ACCT4215,Compte numéro 4215,Actif
4216,ACCT4216,Compte numéro 4216,Produit
4217,ACCT4217,Compte numéro 4217,Charge
4218,ACCT4218,Compte numéro 4218,Actif
4219,ACCT4219,Compte numéro 4219,Produit
4220,ACCT4220,Compte numéro 4220,Passif
4221,ACCT4221,Compte numéro 4221,Produit
4222,ACCT4222,Compte numéro 4222,Charge
4223,ACCT4223,Compte numéro 4223,Passif
4224,ACCT4224,Compte numéro 4224,Produit
4225,ACCT4225,Compte numéro 4225,Produit
4226,ACCT4226,Compte numéro 4226,Passif
4227,ACCT4227,Compte numéro 4227,Produit
4228,ACCT4228,Compte numéro 4228,Charge
4229,ACCT4229,Compte numéro 4229,Charge
4230,ACCT4230,Compte numéro 4230,Actif
4231,ACCT4231,Compte numéro 4231,Charge
4232,ACCT4232,Compte numéro 4232,Produit
4233,ACCT4233,Compte numéro 4233,Produit
4234,ACCT4234,Compte numéro 4234,Produit
4235,ACCT4235,Compte numéro 4235,Charge
4236,ACCT4236,Compte numéro 4236,Charge
4237,ACCT4237,Compte numéro 4237,Passif
4238,ACCT4238,Compte numéro 4238,Actif
4239,ACCT4239,Compte numéro 4239,Charge
4240,ACCT4240,Compte numéro 4240,Actif
4241,ACCT4241,Compte numéro 4241,Actif
4242,ACCT4242,Compte numéro 4242,Produit
4243,ACCT4243,Compte numéro 4243,Produit
4244,ACCT4244,Compte numéro 4244,Actif
4245,ACCT4245,Compte numéro 4245,Charge
4246,ACCT4246,Compte numéro 4246,Passif
4247,ACCT4247,Compte numéro 4247,Produit
4248,ACCT4248,Compte numéro 4248,Actif
4249,ACCT4249,Compte numéro 4249,Charge
4250,ACCT4250,Compte numéro 4250,Charge
4251,ACCT4251,Compte numéro 4251,Actif
4252,ACCT4252,Compte numéro 4252,Charge
4253,ACCT4253,Compte numéro 4253,Actif
4254,ACCT4254,Compte numéro 4254,Actif
4255,ACCT4255,Compte numéro 4255,Produit
4256,ACCT4256,Compte numéro 4256,Passif
4257,ACCT4257,Compte numéro 4257,Passif
4258,ACCT4258,Compte numéro 4258,Passif
4259,ACCT4259,Compte numéro 4259,Actif
4260,ACCT4260,Compte numéro 4260,Passif
4261,ACCT4261,Compte numéro 4261,Charge
4262,ACCT4262,Compte numéro 4262,Actif
4263,ACCT4263,Compte numéro 4263,Produit
4264,ACCT4264,Compte numéro 4264,Actif
4265,ACCT4265,Compte numéro 4265,Actif
4266,ACCT4266,Compte numéro 4266,Actif
4267,ACCT4267,Compte numéro 4267,Actif
4268,ACCT4268,Compte numéro 4268,Produit
4269,ACCT4269,Compte numéro 4269,Passif
4270,ACCT4270,Compte numéro 4270,Charge
4271,ACCT4271,Compte numéro 4271,Actif
4272,ACCT4272,Compte numéro 4272,Passif
4273,ACCT4273,Compte numéro 4273,Produit
4274,ACCT4274,Compte numéro 4274,Actif
4275,ACCT4275,Compte numéro 4275,Actif
4276,ACCT4276,Compte numéro 4276,Produit
4277,ACCT4277,Compte numéro 4277,Charge
4278,ACCT4278,Compte numéro 4278,Charge
4279,ACCT4279,Compte numéro 4279,Produit
4280,ACCT4280,Compte numéro 4280,Charge
4281,ACCT4281,Compte numéro 4281,Passif
4282,ACCT4282,Compte numéro 4282,Passif
4283,ACCT4283,Compte numéro 4283,Charge
4284,ACCT4284,Compte numéro 4284,Actif
4285,ACCT4285,Compte numéro 4285,Passif
4286,ACCT4286,Compte numéro 4286,Charge
4287,ACCT4287,Compte numéro 4287,Charge
4288,ACCT4288,Compte numéro 4288,Produit
4289,ACCT4289,Compte numéro 4289,Produit
4290,ACCT4290,Compte numéro 4290,Passif
4291,ACCT4291,Compte numéro 4291,Actif
4292,ACCT4292,Compte numéro 4292,Produit
4293,ACCT4293,Compte numéro 4293,Passif
4294,ACCT4294,Compte numéro 4294,Produit
4295,ACCT4295,Compte numéro 4295,Passif
4296,ACCT4296,Compte numéro 4296,Charge
4297,ACCT4297,Compte numéro 4297,Charge
4298,ACCT4298,Compte numéro 4298,Charge
4299,ACCT4299,Compte numéro 4299,Produit
4300,ACCT4300,Compte numéro 4300,Passif
4301,ACCT4301,Compte numéro 4301,Passif
4302,ACCT4302,Compte numéro 4302,Produit
4303,ACCT4303,Compte numéro 4303,Passif
4304,ACCT4304,Compte numéro 4304,Produit
4305,ACCT4305,Compte numéro 4305,Actif
4306,ACCT4306,Compte numéro 4306,Charge
4307,ACCT4307,Compte numéro 4307,Produit
4308,ACCT4308,Compte numéro 4308,Produit
4309,ACCT4309,Compte numéro 4309,Passif
4310,ACCT4310,Compte numéro 4310,Produit
4311,ACCT4311,Compte numéro 4311,Actif
4312,ACCT4312,Compte numéro 4312,Actif
4313,ACCT4313,Compte numéro 4313,Produit
4314,ACCT4314,Compte numéro 4314,Produit
4315,ACCT4315,Compte numéro 4315,Actif
4316,ACCT4316,Compte numéro 4316,Passif
4317,ACCT4317,Compte numéro 4317,Produit
4318,ACCT4318,Compte numéro 4318,Actif
4319,ACCT4319,Compte numéro 4319,Passif
4320,ACCT4320,Compte numéro 4320,Produit
4321,ACCT4321,Compte numéro 4321,Passif
4322,ACCT4322,Compte numéro 4322,Charge
4323,ACCT4323,Compte numéro 4323,Produit
4324,ACCT4324,Compte numéro 4324,Produit
4325,ACCT4325,Compte numéro 4325,Produit
4326,ACCT4326,Compte numéro 4326,Passif
4327,ACCT4327,Compte numéro 4327,Charge
4328,ACCT4328,Compte numéro 4328,Produit
4329,ACCT4329,Compte numéro 4329,Produit
4330,ACCT4330,Compte numéro 4330,Actif
4331,ACCT4331,Compte numéro 4331,Charge
4332,ACCT4332,Compte numéro 4332,Produit
4333,ACCT4333,Compte numéro 4333,Actif
4334,ACCT4334,Compte numéro 4334,Passif
4335,ACCT4335,Compte numéro 4335,Passif
4336,ACCT4336,Compte numéro 4336,Passif
4337,ACCT4337,Compte numéro 4337,Charge
4338,ACCT4338,Compte numéro 4338,Actif
4339,ACCT4339,Compte numéro 4339,Charge
4340,ACCT4340,Compte numéro 4340,Passif
4341,ACCT4341,Compte numéro 4341,Actif
4342,ACCT4342,Compte numéro 4342,Actif
4343,ACCT4343,Compte numéro 4343,Passif
4344,ACCT4344,Compte numéro 4344,Actif
4345,ACCT4345,Compte numéro 4345,Produit
4346,ACCT4346,Compte numéro 4346,Actif
4347,ACCT4347,Compte numéro 4347,Passif
4348,ACCT4348,Compte numéro 4348,Actif
4349,ACCT4349,Compte numéro 4349,Passif
4350,ACCT4350,Compte numéro 4350,Actif
4351,ACCT4351,Compte numéro 4351,Passif
4352,ACCT4352,Compte numéro 4352,Passif
4353,ACCT4353,Compte numéro 4353,Charge
4354,ACCT4354,Compte numéro 4354,Charge
4355,ACCT4355,Compte numéro 4355,Passif
4356,ACCT4356,Compte numéro 4356,Passif
4357,ACCT4357,Compte numéro 4357,Passif
4358,ACCT4358,Compte numéro 4358,Produit
4359,ACCT4359,Compte numéro 4359,Charge
4360,ACCT4360,Compte numéro 4360,Charge
4361,ACCT4361,Compte numéro 4361,Passif
4362,ACCT4362,Compte numéro 4362,Charge
4363,ACCT4363,Compte numéro 4363,Charge
4364,ACCT4364,Compte numéro 4364,Actif
4365,ACCT4365,Compte numéro 4365,Produit
4366,ACCT4366,Compte numéro 4366,Charge
4367,ACCT4367,Compte numéro 4367,Actif
4368,ACCT4368,Compte numéro 4368,Charge
4369,ACCT4369,Compte numéro 4369,Passif
4370,ACCT4370,Compte numéro 4370,Passif
4371,ACCT4371,Compte numéro 4371,Passif
4372,ACCT4372,Compte numéro 4372,Charge
4373,ACCT4373,Compte numéro 4373,Actif
4374,ACCT4374,Compte numéro 4374,Charge
4375,ACCT4375,Compte numéro 4375,Charge
4376,ACCT4376,Compte numéro 4376,Charge
4377,ACCT4377,Compte numéro 4377,Passif
4378,ACCT4378,Compte numéro 4378,Charge
4379,ACCT4379,Compte numéro 4379,Actif
4380,ACCT4380,Compte numéro 4380,Charge
4381,ACCT4381,Compte numéro 4381,Passif
4382,ACCT4382,Compte numéro 4382,Actif
4383,ACCT4383,Compte numéro 4383,Actif
4384,ACCT4384,Compte numéro 4384,Produit
4385,ACCT4385,Compte numéro 4385,Produit
4386,ACCT4386,Compte numéro 4386,Passif
4387,ACCT4387,Compte numéro 4387,Passif
4388,ACCT4388,Compte numéro 4388,Actif
4389,ACCT4389,Compte numéro 4389,Produit
4390,ACCT4390,Compte numéro 4390,Charge
4391,ACCT4391,Compte numéro 4391,Actif
4392,ACCT4392,Compte numéro 4392,Charge
4393,ACCT4393,Compte numéro 4393,Charge
4394,ACCT4394,Compte numéro 4394,Charge
4395,ACCT4395,Compte numéro 4395,Produit
4396,ACCT4396,Compte numéro 4396,Charge
4397,ACCT4397,Compte numéro 4397,Actif
4398,ACCT4398,Compte numéro 4398,Actif
4399,ACCT4399,Compte numéro 4399,Charge
4400,ACCT4400,Compte numéro 4400,Charge
4401,ACCT4401,Compte numéro 4401,Produit
4402,ACCT4402,Compte numéro 4402,Actif
4403,ACCT4403,Compte numéro 4403,Charge
4404,ACCT4404,Compte numéro 4404,Passif
4405,ACCT4405,Compte numéro 4405,Passif
4406,ACCT4406,Compte numéro 4406,Produit
4407,ACCT4407,Compte numéro 4407,Actif
4408,ACCT4408,Compte numéro 4408,Actif
4409,ACCT4409,Compte numéro 4409,Charge
4410,ACCT4410,Compte numéro 4410,Charge
4411,ACCT4411,Compte numéro 4411,Charge
4412,ACCT4412,Compte numéro 4412,Produit
4413,ACCT4413,Compte numéro 4413,Passif
4414,ACCT4414,Compte numéro 4414,Passif
4415,ACCT4415,Compte numéro 4415,Charge
4416,ACCT4416,Compte numéro 4416,Actif
4417,ACCT4417,Compte numéro 4417,Actif
4418,ACCT4418,Compte numéro 4418,Passif
4419,ACCT4419,Compte numéro 4419,Charge
4420,ACCT4420,Compte numéro 4420,Passif
4421,ACCT4421,Compte numéro 4421,Produit
4422,ACCT4422,Compte numéro 4422,Charge
4423,ACCT4423,Compte numéro 4423,Passif
4424,ACCT4424,Compte numéro 4424,Produit
4425,ACCT4425,Compte numéro 4425,Passif
4426,ACCT4426,Compte numéro 4426,Charge
4427,ACCT4427,Compte numéro 4427,Actif
4428,ACCT4428,Compte numéro 4428,Actif
4429,ACCT4429,Compte numéro 4429,Produit
4430,ACCT4430,Compte numéro 4430,Passif
4431,ACCT4431,Compte numéro 4431,Charge
4432,ACCT4432,Compte numéro 4432,Charge
4433,ACCT4433,Compte numéro 4433,Actif
4434,ACCT4434,Compte numéro 4434,Actif
4435,ACCT4435,Compte numéro 4435,Charge
4436,ACCT4436,Compte numéro 4436,Actif
4437,ACCT4437,Compte numéro 4437,Charge
4438,ACCT4438,Compte numéro 4438,Produit
4439,ACCT4439,Compte numéro 4439,Passif
4440,ACCT4440,Compte numéro 4440,Actif
4441,ACCT4441,Compte numéro 4441,Passif
4442,ACCT4442,Compte numéro 4442,Produit
4443,ACCT4443,Compte numéro 4443,Produit
4444,ACCT4444,Compte numéro 4444,Actif
4445,ACCT4445,Compte numéro 4445,Actif
4446,ACCT4446,Compte numéro 4446,Charge
4447,ACCT4447,Compte numéro 4447,Produit
4448,ACCT4448,Compte numéro 4448,Actif
4449,ACCT4449,Compte numéro 4449,Produit
4450,ACCT4450,Compte numéro 4450,Produit
4451,ACCT4451,Compte numéro 4451,Charge
4452,ACCT4452,Compte numéro 4452,Produit
4453,ACCT4453,Compte numéro 4453,Produit
4454,ACCT4454,Compte numéro 4454,Charge
4455,ACCT4455,Compte numéro 4455,Produit
4456,ACCT4456,Compte numéro 4456,Passif
4457,ACCT4457,Compte numéro 4457,Produit
4458,ACCT4458,Compte numéro 4458,Passif
